Review_id,customer_id,product_id,category,brand,Rating,Review_text,satisfaction,review_timestamp,purchase_timestamp,previous_purchases,complaint_ticket,complaint_reason
R0682,C7269,P0373,Home Decor,Samsung,5,as expected. Loved it!,Satisfied,54:19.1,54:19.1,7,No,
R0683,C4818,P0419,Clothing,Boat,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,13,Yes,damaged product
R0684,C2906,P0437,Electronics,Sony,2,poor quality. Very disappointed.,Unsatisfied,54:19.1,54:19.1,5,Yes,late delivery
R0685,C7254,P0465,Electronics,Nike,1,product stopped working. Very disappointed.,Unsatisfied,54:19.1,54:19.1,3,No,
R0686,C1760,P0594,Clothing,Samsung,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,15,No,
R0687,C8830,P0706,Footwear,Lakme,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,4,No,
R0688,C8350,P0265,Beauty,Samsung,2,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,15,No,
R0689,C7238,P0643,Clothing,Boat,1,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,14,No,
R0690,C7090,P0110,Home Decor,Zara,1,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,19,No,
R0691,C7031,P0400,Accessories,Samsung,5,value for money. Loved it!,Satisfied,54:19.1,54:19.1,13,Yes,wrong item delivered
R0692,C8687,P0828,Accessories,Lakme,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,10,Yes,size mismatch
R0693,C9472,P0900,Electronics,Nike,1,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,5,No,
R0694,C2887,P0201,Accessories,Puma,1,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,6,No,
R0695,C4266,P0524,Beauty,H&M,4,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,4,Yes,not as described
R0696,C1666,P0491,Footwear,Zara,4,fits perfectly. Loved it!,Satisfied,54:19.1,54:19.1,2,No,
R0697,C5188,P0878,Home Decor,Puma,1,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,16,Yes,wrong item delivered
R0698,C1671,P0313,Beauty,Nike,5,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,18,No,
R0699,C7777,P0790,Home Decor,Samsung,1,product stopped working. Very disappointed.,Unsatisfied,54:19.1,54:19.1,5,No,
R0700,C8570,P0187,Home Decor,Boat,2,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,4,No,
R0701,C8956,P0652,Footwear,Sony,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,13,No,
R0702,C6124,P0500,Electronics,Boat,5,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,19,No,
R0703,C6585,P0687,Accessories,Puma,2,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,2,No,
R0704,C5777,P0988,Footwear,Lakme,5,fits perfectly. Loved it!,Satisfied,54:19.1,54:19.1,13,No,
R0705,C4900,P0145,Beauty,Boat,2,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,11,No,
R0706,C7677,P0771,Electronics,Zara,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,4,No,
R0707,C7981,P0562,Beauty,Boat,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,15,No,
R0708,C7376,P0691,Electronics,Lakme,4,as expected. Loved it!,Satisfied,54:19.1,54:19.1,4,No,
R0709,C1523,P0409,Beauty,H&M,2,product stopped working. Very disappointed.,Unsatisfied,54:19.1,54:19.1,9,No,
R0710,C3393,P0185,Footwear,Samsung,4,fast delivery. Loved it!,Satisfied,54:19.1,54:19.1,7,Yes,wrong item delivered
R0711,C3593,P0191,Electronics,Sony,2,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,19,Yes,unresponsive support
R0712,C8240,P0759,Electronics,Puma,4,value for money. Loved it!,Satisfied,54:19.1,54:19.1,19,No,
R0713,C7937,P0772,Home Decor,Samsung,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,6,No,
R0714,C7190,P0813,Home Decor,Boat,5,as expected. Loved it!,Satisfied,54:19.1,54:19.1,6,No,
R0715,C6240,P0341,Clothing,Nike,4,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,15,Yes,damaged product
R0716,C7493,P0964,Beauty,Samsung,2,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,15,No,
R0717,C3878,P0101,Home Decor,H&M,2,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,9,No,
R0718,C5143,P0324,Clothing,Boat,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,4,No,
R0719,C4644,P0900,Home Decor,Sony,2,not as described. Very disappointed.,Unsatisfied,54:19.1,54:19.1,18,No,
R0720,C5432,P0844,Beauty,Lakme,1,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,18,No,
R0721,C2276,P0688,Electronics,H&M,5,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,5,No,
R0722,C6811,P0215,Accessories,Boat,4,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,11,No,
R0723,C1302,P0765,Beauty,H&M,5,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,5,No,
R0724,C1638,P0202,Footwear,Samsung,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,4,No,
R0725,C1055,P0293,Home Decor,Sony,4,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,12,No,
R0726,C9717,P0265,Home Decor,Lakme,4,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,2,No,
R0727,C9150,P0970,Electronics,Boat,1,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,13,Yes,product stopped working
R0728,C3125,P0189,Footwear,Zara,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,10,Yes,wrong item delivered
R0729,C1364,P0785,Electronics,Puma,2,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,9,No,
R0730,C7809,P0221,Footwear,Lakme,1,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,10,No,
R0731,C5621,P0242,Accessories,Zara,1,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,7,No,
R0732,C6126,P0205,Home Decor,H&M,5,great quality. Loved it!,Satisfied,54:19.1,54:19.1,4,Yes,missing items
R0733,C6122,P0986,Home Decor,Nike,5,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,19,No,
R0734,C2646,P0527,Accessories,Lakme,5,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,10,No,
R0735,C1918,P0404,Clothing,H&M,1,not as described. Very disappointed.,Unsatisfied,54:19.1,54:19.1,3,Yes,wrong item delivered
R0736,C3797,P0971,Electronics,Zara,2,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,19,No,
R0737,C7506,P0416,Accessories,Samsung,4,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,2,Yes,poor quality
R0738,C6870,P0734,Electronics,Samsung,5,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,10,No,
R0739,C2531,P0108,Beauty,Nike,2,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,2,No,
R0740,C9172,P0873,Home Decor,Puma,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,2,No,
R0741,C4345,P0172,Electronics,Lakme,5,fits perfectly. Loved it!,Satisfied,54:19.1,54:19.1,17,No,
R0742,C8673,P0458,Footwear,Lakme,4,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,16,No,
R0743,C7949,P0322,Electronics,Lakme,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,16,No,
R0744,C7882,P0515,Beauty,Puma,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,14,Yes,not as described
R0745,C2906,P0652,Home Decor,H&M,4,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,7,Yes,late delivery
R0746,C4086,P0469,Accessories,Sony,5,value for money. Loved it!,Satisfied,54:19.1,54:19.1,11,No,
R0747,C9152,P0815,Beauty,Sony,1,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,1,No,
R0748,C6750,P0363,Home Decor,Nike,4,great quality. Loved it!,Satisfied,54:19.1,54:19.1,11,No,
R0749,C9905,P0939,Electronics,Lakme,4,great quality. Loved it!,Satisfied,54:19.1,54:19.1,4,No,
R0750,C2062,P0789,Clothing,H&M,4,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,7,No,
R0751,C2976,P0959,Clothing,Samsung,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,15,No,
R0752,C2296,P0417,Footwear,Zara,2,product stopped working. Very disappointed.,Unsatisfied,54:19.1,54:19.1,18,No,
R0753,C7229,P0183,Home Decor,H&M,1,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,12,No,
R0754,C8641,P0417,Clothing,Puma,5,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,17,No,
R0755,C1125,P0210,Accessories,Sony,5,fits perfectly. Loved it!,Satisfied,54:19.1,54:19.1,1,No,
R0756,C5632,P0350,Home Decor,Sony,2,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,11,Yes,wrong item delivered
R0757,C7288,P0482,Accessories,Samsung,4,great quality. Loved it!,Satisfied,54:19.1,54:19.1,1,Yes,bad packaging
R0758,C4596,P0106,Accessories,Samsung,1,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,15,No,
R0759,C7168,P0558,Clothing,Puma,5,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,10,No,
R0760,C8561,P0183,Home Decor,Zara,5,fast delivery. Loved it!,Satisfied,54:19.1,54:19.1,7,Yes,missing items
R0761,C9258,P0307,Electronics,Samsung,4,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,2,No,
R0762,C1232,P0489,Beauty,Nike,2,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,10,No,
R0763,C7371,P0413,Clothing,Zara,1,not as described. Very disappointed.,Unsatisfied,54:19.1,54:19.1,4,No,
R0764,C5206,P0121,Clothing,Samsung,2,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,12,Yes,wrong item delivered
R0765,C8943,P0509,Electronics,Boat,2,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,19,Yes,damaged product
R0766,C7891,P0994,Home Decor,H&M,1,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,11,No,
R0767,C7738,P0614,Home Decor,Samsung,1,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,8,No,
R0768,C3472,P0226,Accessories,Nike,5,great quality. Loved it!,Satisfied,54:19.1,54:19.1,18,No,
R0769,C3739,P0908,Electronics,Lakme,5,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,11,No,
R0770,C6401,P0799,Electronics,Samsung,1,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,11,Yes,poor quality
R0771,C2761,P0973,Home Decor,Sony,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,13,Yes,missing items
R0772,C1876,P0113,Accessories,Sony,5,great quality. Loved it!,Satisfied,54:19.1,54:19.1,3,No,
R0773,C4812,P0111,Clothing,Sony,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,12,Yes,product stopped working
R0774,C2460,P0186,Footwear,Lakme,1,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,3,No,
R0775,C2733,P0623,Beauty,Sony,5,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,10,No,
R0776,C2605,P0636,Clothing,Boat,2,poor quality. Very disappointed.,Unsatisfied,54:19.1,54:19.1,17,Yes,missing items
R0777,C6622,P0400,Home Decor,Samsung,1,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,2,Yes,unresponsive support
R0778,C7767,P0342,Beauty,Puma,4,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,17,No,
R0779,C7986,P0221,Footwear,Sony,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,16,No,
R0780,C4517,P0246,Footwear,Zara,1,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,2,Yes,poor quality
R0781,C4735,P0666,Accessories,Puma,1,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,6,No,
R0782,C9434,P0849,Beauty,Lakme,5,value for money. Loved it!,Satisfied,54:19.1,54:19.1,10,No,
R0783,C3590,P0455,Accessories,Boat,5,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,10,No,
R0784,C2063,P0784,Clothing,Zara,5,value for money. Loved it!,Satisfied,54:19.1,54:19.1,8,No,
R0785,C5324,P0832,Electronics,Zara,4,as expected. Loved it!,Satisfied,54:19.1,54:19.1,1,No,
R0786,C6342,P0730,Electronics,Zara,5,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,13,No,
R0787,C1005,P0408,Electronics,Zara,1,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,9,No,
R0788,C8489,P0794,Beauty,Puma,5,fits perfectly. Loved it!,Satisfied,54:19.1,54:19.1,10,No,
R0789,C9659,P0387,Electronics,Puma,2,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,15,No,
R0790,C9195,P0406,Clothing,Samsung,5,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,5,Yes,size mismatch
R0791,C6966,P0911,Accessories,Sony,4,fits perfectly. Loved it!,Satisfied,54:19.1,54:19.1,16,Yes,wrong item delivered
R0792,C9837,P0693,Beauty,H&M,2,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,13,No,
R0793,C1117,P0822,Accessories,Samsung,1,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,18,No,
R0794,C3551,P0761,Beauty,Samsung,1,poor quality. Very disappointed.,Unsatisfied,54:19.1,54:19.1,11,No,
R0795,C6560,P0648,Accessories,Boat,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,9,No,
R0796,C5289,P0451,Footwear,Boat,2,poor quality. Very disappointed.,Unsatisfied,54:19.1,54:19.1,16,No,
R0797,C1846,P0411,Accessories,Sony,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,2,No,
R0798,C7316,P0972,Electronics,H&M,2,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,2,No,
R0799,C7469,P0158,Footwear,Boat,2,product stopped working. Very disappointed.,Unsatisfied,54:19.1,54:19.1,12,No,
R0800,C9915,P0742,Accessories,Sony,4,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,8,Yes,not as described
R0801,C1224,P0813,Beauty,Sony,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,9,Yes,not as described
R0802,C5208,P0854,Beauty,Puma,4,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,12,No,
R0803,C7283,P0134,Beauty,Nike,2,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,9,Yes,wrong item delivered
R0804,C3048,P0544,Home Decor,Puma,1,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,10,No,
R0805,C7233,P0192,Clothing,H&M,2,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,2,No,
R0806,C2828,P0306,Beauty,Boat,4,value for money. Loved it!,Satisfied,54:19.1,54:19.1,16,No,
R0807,C2917,P0452,Footwear,H&M,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,7,Yes,late delivery
R0808,C5234,P0431,Beauty,Samsung,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,2,No,
R0809,C7988,P0916,Home Decor,Samsung,4,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,1,No,
R0810,C3026,P0961,Electronics,H&M,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,19,No,
R0811,C4744,P0824,Footwear,Nike,5,as expected. Loved it!,Satisfied,54:19.1,54:19.1,4,No,
R0812,C1009,P0258,Home Decor,Nike,1,product stopped working. Very disappointed.,Unsatisfied,54:19.1,54:19.1,2,No,
R0813,C1260,P0123,Electronics,Puma,1,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,14,No,
R0814,C7038,P0503,Footwear,H&M,1,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,2,No,
R0815,C3219,P0904,Accessories,Boat,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,15,Yes,size mismatch
R0816,C8041,P0615,Clothing,Puma,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,12,No,
R0817,C3060,P0831,Clothing,Lakme,2,poor quality. Very disappointed.,Unsatisfied,54:19.1,54:19.1,5,No,
R0818,C6287,P0463,Home Decor,Nike,2,poor quality. Very disappointed.,Unsatisfied,54:19.1,54:19.1,7,No,
R0819,C2619,P0481,Electronics,Zara,1,not as described. Very disappointed.,Unsatisfied,54:19.1,54:19.1,10,No,
R0820,C9512,P0631,Clothing,Puma,5,great quality. Loved it!,Satisfied,54:19.1,54:19.1,14,No,
R0821,C2342,P0251,Electronics,Samsung,2,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,14,No,
R0822,C3832,P0661,Electronics,Puma,2,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,5,No,
R0823,C3824,P0788,Home Decor,H&M,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,18,No,
R0824,C2994,P0707,Home Decor,Zara,5,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,14,No,
R0825,C4490,P0716,Home Decor,H&M,1,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,2,No,
R0826,C8984,P0519,Clothing,Sony,2,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,12,No,
R0827,C2604,P0349,Home Decor,Samsung,5,fast delivery. Loved it!,Satisfied,54:19.1,54:19.1,6,No,
R0828,C1235,P0216,Clothing,Samsung,5,as expected. Loved it!,Satisfied,54:19.1,54:19.1,4,No,
R0829,C2908,P0965,Home Decor,Nike,1,product stopped working. Very disappointed.,Unsatisfied,54:19.1,54:19.1,13,Yes,poor quality
R0830,C9567,P0611,Beauty,Puma,5,value for money. Loved it!,Satisfied,54:19.1,54:19.1,4,No,
R0831,C4530,P0839,Electronics,Nike,5,fits perfectly. Loved it!,Satisfied,54:19.1,54:19.1,14,No,
R0832,C6256,P0677,Home Decor,Zara,5,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,16,No,
R0833,C3635,P0434,Footwear,Puma,2,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,4,No,
R0834,C9162,P0517,Electronics,Sony,1,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,1,No,
R0835,C3560,P0873,Electronics,H&M,5,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,13,No,
R0836,C6415,P0394,Home Decor,Sony,5,great quality. Loved it!,Satisfied,54:19.1,54:19.1,4,No,
R0837,C4391,P0854,Accessories,Samsung,2,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,18,No,
R0838,C6951,P0470,Home Decor,Zara,1,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,6,Yes,poor quality
R0839,C6468,P0285,Electronics,Lakme,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,3,No,
R0840,C9007,P0345,Footwear,Zara,2,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,13,No,
R0841,C7413,P0736,Electronics,Boat,1,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,16,No,
R0842,C7941,P0367,Footwear,Zara,5,as expected. Loved it!,Satisfied,54:19.1,54:19.1,5,No,
R0843,C5820,P0742,Clothing,Sony,1,poor quality. Very disappointed.,Unsatisfied,54:19.1,54:19.1,4,No,
R0844,C3898,P0336,Beauty,Boat,1,not as described. Very disappointed.,Unsatisfied,54:19.1,54:19.1,8,No,
R0845,C8546,P0629,Electronics,Boat,1,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,19,No,
R0846,C1077,P0651,Home Decor,Puma,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,14,No,
R0847,C8577,P0120,Clothing,Puma,1,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,7,No,
R0848,C5227,P0836,Beauty,Boat,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,14,No,
R0849,C1600,P0966,Home Decor,Lakme,5,value for money. Loved it!,Satisfied,54:19.1,54:19.1,6,Yes,product stopped working
R0850,C2065,P0893,Accessories,Puma,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,12,No,
R0851,C3136,P0619,Home Decor,Zara,5,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,16,Yes,late delivery
R0852,C7943,P0199,Footwear,Sony,5,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,17,Yes,size mismatch
R0853,C8804,P0851,Footwear,Zara,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,13,No,
R0854,C7565,P0577,Accessories,Lakme,2,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,14,Yes,damaged product
R0855,C6984,P0698,Clothing,Samsung,4,value for money. Loved it!,Satisfied,54:19.1,54:19.1,7,Yes,size mismatch
R0856,C6142,P0397,Beauty,Nike,1,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,14,No,
R0857,C5670,P0625,Home Decor,Sony,4,fits perfectly. Loved it!,Satisfied,54:19.1,54:19.1,15,Yes,bad packaging
R0858,C3190,P0433,Footwear,Puma,1,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,12,Yes,poor quality
R0859,C3712,P0101,Clothing,Sony,1,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,17,No,
R0860,C3192,P0474,Accessories,Zara,5,great quality. Loved it!,Satisfied,54:19.1,54:19.1,9,Yes,not as described
R0861,C2248,P0392,Electronics,Nike,1,poor quality. Very disappointed.,Unsatisfied,54:19.1,54:19.1,15,No,
R0862,C5033,P0936,Footwear,H&M,1,not as described. Very disappointed.,Unsatisfied,54:19.1,54:19.1,12,Yes,damaged product
R0863,C2997,P0652,Accessories,H&M,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,2,No,
R0864,C4687,P0417,Home Decor,Puma,4,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,5,No,
R0865,C5018,P0601,Beauty,Lakme,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,13,No,
R0866,C2970,P0927,Footwear,H&M,1,not as described. Very disappointed.,Unsatisfied,54:19.1,54:19.1,8,No,
R0867,C9389,P0480,Footwear,Sony,5,value for money. Loved it!,Satisfied,54:19.1,54:19.1,14,No,
R0868,C6765,P0722,Home Decor,H&M,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,15,No,
R0869,C2202,P0113,Electronics,Samsung,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,11,Yes,wrong item delivered
R0870,C9135,P0603,Clothing,Samsung,2,product stopped working. Very disappointed.,Unsatisfied,54:19.1,54:19.1,1,No,
R0871,C6567,P0330,Beauty,Puma,1,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,3,No,
R0872,C8667,P0183,Footwear,Samsung,5,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,17,No,
R0873,C6742,P0229,Beauty,H&M,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,19,Yes,late delivery
R0874,C6788,P0842,Footwear,Lakme,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,14,No,
R0875,C6408,P0937,Beauty,Boat,5,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,8,No,
R0876,C9669,P0244,Accessories,Boat,1,not as described. Very disappointed.,Unsatisfied,54:19.1,54:19.1,13,Yes,size mismatch
R0877,C1922,P0990,Footwear,Puma,2,not as described. Very disappointed.,Unsatisfied,54:19.1,54:19.1,3,No,
R0878,C1419,P0956,Beauty,Nike,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,5,Yes,missing items
R0879,C3204,P0127,Clothing,Boat,2,poor quality. Very disappointed.,Unsatisfied,54:19.1,54:19.1,9,No,
R0880,C2120,P0165,Accessories,Boat,4,as expected. Loved it!,Satisfied,54:19.1,54:19.1,6,No,
R0881,C1950,P0262,Accessories,Samsung,1,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,2,No,
R0882,C3336,P0328,Clothing,Samsung,4,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,13,No,
R0883,C6373,P0360,Beauty,H&M,4,fast delivery. Loved it!,Satisfied,54:19.1,54:19.1,5,No,
R0884,C3243,P0548,Home Decor,Puma,4,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,8,No,
R0885,C3645,P0523,Clothing,Nike,1,product stopped working. Very disappointed.,Unsatisfied,54:19.1,54:19.1,1,No,
R0886,C5612,P0559,Beauty,Puma,1,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,12,No,
R0887,C2865,P0775,Clothing,Zara,5,great quality. Loved it!,Satisfied,54:19.1,54:19.1,11,No,
R0888,C7028,P0400,Clothing,Sony,2,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,7,Yes,product stopped working
R0889,C8326,P0402,Footwear,Nike,2,not as described. Very disappointed.,Unsatisfied,54:19.1,54:19.1,15,No,
R0890,C7371,P0386,Beauty,Nike,5,as expected. Loved it!,Satisfied,54:19.1,54:19.1,11,Yes,unresponsive support
R0891,C7359,P0494,Home Decor,Lakme,5,as expected. Loved it!,Satisfied,54:19.1,54:19.1,16,No,
R0892,C8863,P0109,Footwear,Puma,4,value for money. Loved it!,Satisfied,54:19.1,54:19.1,3,No,
R0893,C4228,P0806,Clothing,H&M,5,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,14,No,
R0894,C4719,P0729,Electronics,Lakme,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,3,No,
R0895,C3371,P0369,Clothing,Nike,2,not as described. Very disappointed.,Unsatisfied,54:19.1,54:19.1,1,No,
R0896,C3891,P0691,Clothing,Nike,5,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,15,No,
R0897,C4756,P0704,Beauty,Nike,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,1,No,
R0898,C5225,P0877,Beauty,Boat,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,17,Yes,poor quality
R0899,C1094,P0943,Footwear,Puma,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,2,No,
R0900,C3674,P0961,Home Decor,Sony,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,6,No,
R0901,C7898,P0460,Footwear,Sony,4,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,8,No,
R0902,C1793,P0356,Accessories,Lakme,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,16,No,
R0903,C3116,P0232,Clothing,Nike,4,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,19,No,
R0904,C6779,P0375,Electronics,Sony,4,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,1,No,
R0905,C7166,P0875,Clothing,Samsung,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,3,Yes,damaged product
R0906,C1814,P0782,Clothing,Puma,2,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,3,No,
R0907,C1345,P0612,Footwear,Sony,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,5,No,
R0908,C9554,P0412,Electronics,H&M,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,12,Yes,size mismatch
R0909,C3443,P0675,Electronics,Puma,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,12,No,
